iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
130, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
149, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
150, "x1, 190.29, y1, 63.66, x2, 190.29, y2, -63.66"
151, "x1, 190.29, y1, 63.66, x2, 190.29, y2, -63.66"
156, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
157, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
158, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
216, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
217, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
218, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
219, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
220, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
233, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
234, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
242, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
243, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
244, "x1, 176.05, y1, 24.89, x2, 176.05, y2, -24.89"
259, "x1, 178.62, y1, 24.87, x2, 178.62, y2, -24.87"
260, "x1, 188.77, y1, 60.16, x2, 188.77, y2, -60.16"
261, "x1, 188.77, y1, 60.16, x2, 188.77, y2, -60.16"
287, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
288, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
289, "x1, 177.25, y1, 14.03, x2, 177.25, y2, -14.03"
122, "x1, 182.85, y1, 43.53, x2, 182.85, y2, -43.53"
123, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
136, "x1, 177.42, y1, 32.32, x2, 177.42, y2, -32.32"
137, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
138, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
139, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
140, "x1, 180.01, y1, 32.28, x2, 180.01, y2, -32.28"
187, "x1, 182.60, y1, 32.23, x2, 182.60, y2, -32.23"
188, "x1, 184.03, y1, 38.25, x2, 184.03, y2, -38.25"
