iteration,x-axis,y-axix,x-axis,y-axix
1, "x, 119.87, y, 199.68"
2, "x, 119.87, y, 199.68"
3, "x, 119.87, y, 199.68"
4, "x, 119.87, y, 199.68"
5, "x, 119.87, y, 199.68"
6, "x, 119.87, y, 199.68"
7, "x, 119.87, y, 199.68"
8, "x, 119.87, y, 199.68"
9, "x, 119.87, y, 199.68"
10, "x, 119.87, y, 199.68"
11, "x, 119.87, y, 199.68"
12, "x, 119.87, y, 199.68"
13, "x, 142.32, y, 84.52"
14, "x, 142.32, y, 128.55"
15, "x, 142.32, y, 128.55"
16, "x, 142.32, y, 128.55"
17, "x, 142.32, y, 128.55"
18, "x, 91.23, y, 64.68"
19, "x, 91.23, y, 64.68"
20, "x, 91.23, y, 64.68"
21, "x, 92.02, y, 64.68"
22, "x, 91.23, y, 64.68"
23, "x, 91.53, y, 65.06"
24, "x, 91.53, y, 65.06"
25, "x, 91.53, y, 57.32"
26, "x, 91.53, y, 57.32"
27, "x, 91.53, y, 57.32"
28, "x, 93.55, y, 59.84"
29, "x, 93.55, y, 59.84"
30, "x, 93.55, y, 59.84"
31, "x, 93.55, y, 59.84"
32, "x, 93.55, y, 59.84"
33, "x, 101.61, y, 68.93"
34, "x, 100.82, y, 68.93"
35, "x, 101.61, y, 68.93"
36, "x, 101.61, y, 68.93"
37, "x, 126.34, y, 101.23"
38, "x, 126.34, y, 122.52"
39, "x, 126.34, y, 122.52"
40, "x, 126.34, y, 122.52"
41, "x, 126.34, y, 122.52"
42, "x, 126.34, y, 122.52"
43, "x, 126.34, y, 122.52"
44, "x, 126.34, y, 122.52"
45, "x, 126.34, y, 122.52"
46, "x, 133.68, y, 122.52"
47, "x, 133.68, y, 122.52"
48, "x, 110.82, y, 81.43"
49, "x, 110.82, y, 81.43"
50, "x, 110.82, y, 81.43"
51, "x, 110.82, y, 81.43"
52, "x, 133.53, y, 109.82"
53, "x, 133.53, y, 109.82"
54, "x, 134.32, y, 109.82"
55, "x, 134.32, y, 109.82"
56, "x, 134.32, y, 109.82"
57, "x, 133.53, y, 109.82"
58, "x, 134.32, y, 109.82"
59, "x, 133.53, y, 109.82"
60, "x, 134.32, y, 112.56"
61, "x, 133.53, y, 112.56"
62, "x, 134.32, y, 112.56"
63, "x, 92.66, y, 60.48"
64, "x, 91.87, y, 60.48"
65, "x, 91.87, y, 60.48"
66, "x, 92.66, y, 60.48"
67, "x, 99.24, y, 68.71"
68, "x, 99.24, y, 68.71"
69, "x, 99.24, y, 68.71"
70, "x, 98.45, y, 68.71"
71, "x, 99.24, y, 73.71"
72, "x, 117.82, y, 96.94"
73, "x, 117.03, y, 96.94"
74, "x, 117.03, y, 96.94"
75, "x, 117.03, y, 96.94"
76, "x, 117.82, y, 96.94"
77, "x, 117.03, y, 96.94"
78, "x, 117.03, y, 96.94"
79, "x, 117.03, y, 96.94"
80, "x, 125.81, y, 96.94"
81, "x, 125.81, y, 96.94"
82, "x, 98.45, y, 73.71"
83, "x, 98.45, y, 65.97"
84, "x, 98.45, y, 65.97"
85, "x, 98.45, y, 65.97"
86, "x, 98.45, y, 65.97"
87, "x, 98.45, y, 65.97"
88, "x, 98.45, y, 65.97"
89, "x, 99.24, y, 65.97"
90, "x, 98.45, y, 65.97"
91, "x, 138.71, y, 116.29"
92, "x, 139.50, y, 116.29"
93, "x, 138.71, y, 116.29"
94, "x, 138.71, y, 113.39"
95, "x, 139.50, y, 138.08"
96, "x, 139.50, y, 138.08"
97, "x, 138.71, y, 138.08"
98, "x, 138.71, y, 138.08"
99, "x, 139.50, y, 138.08"
100, "x, 139.50, y, 138.08"
101, "x, 139.50, y, 138.08"
102, "x, 139.50, y, 138.08"
103, "x, 139.50, y, 138.08"
104, "x, 147.18, y, 138.08"
105, "x, 147.18, y, 108.73"
106, "x, 95.74, y, 83.87"
107, "x, 95.74, y, 83.87"
108, "x, 95.74, y, 83.87"
109, "x, 96.53, y, 83.87"
110, "x, 96.53, y, 83.87"
111, "x, 124.05, y, 119.25"
112, "x, 124.05, y, 119.25"
113, "x, 124.05, y, 119.25"
114, "x, 124.84, y, 119.25"
115, "x, 124.84, y, 119.25"
116, "x, 124.05, y, 119.25"
117, "x, 124.84, y, 81.83"
118, "x, 124.05, y, 116.83"
119, "x, 124.05, y, 116.83"
120, "x, 124.05, y, 116.83"
121, "x, 96.37, y, 82.24"
122, "x, 96.37, y, 82.24"
123, "x, 96.37, y, 82.24"
124, "x, 96.37, y, 82.24"
125, "x, 97.16, y, 82.24"
126, "x, 113.21, y, 103.29"
127, "x, 113.21, y, 103.29"
128, "x, 113.21, y, 60.71"
129, "x, 113.21, y, 100.22"
130, "x, 113.21, y, 100.22"
131, "x, 113.21, y, 100.22"
132, "x, 113.21, y, 100.22"
133, "x, 113.21, y, 100.22"
134, "x, 114.00, y, 100.22"
135, "x, 126.34, y, 115.65"
136, "x, 125.55, y, 115.65"
137, "x, 125.55, y, 115.65"
138, "x, 130.97, y, 115.65"
139, "x, 125.55, y, 115.65"
140, "x, 125.55, y, 109.84"
141, "x, 125.55, y, 109.84"
142, "x, 125.55, y, 109.84"
143, "x, 125.55, y, 109.84"
144, "x, 125.55, y, 109.84"
145, "x, 125.55, y, 109.84"
146, "x, 125.55, y, 109.84"
147, "x, 125.55, y, 109.84"
148, "x, 126.34, y, 109.84"
149, "x, 126.34, y, 109.84"
150, "x, 117.03, y, 99.19"
151, "x, 117.03, y, 52.90"
152, "x, 117.82, y, 96.94"
