iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
1, "x, 33.95, y, 201.61"
2, "x, 33.95, y, 201.61"
3, "x, 33.95, y, 201.61"
4, "x, 33.95, y, 201.61"
5, "x, 33.95, y, 201.61"
6, "x, 33.95, y, 201.61"
7, "x, 33.95, y, 201.61"
8, "x, 33.95, y, 201.61"
9, "x, 33.95, y, 201.61"
10, "x, 33.95, y, 201.61"
11, "x, 92.02, y, 201.61"
12, "x, 90.97, y, 201.61"
13, "x, 92.02, y, 201.61"
14, "x, 92.02, y, 201.61"
15, "x, 92.02, y, 141.92"
16, "x, 130.19, y, 100.14"
17, "x, 124.39, y, 100.14"
18, "x, 125.44, y, 100.14"
19, "x, 134.84, y, 100.14"
20, "x, 125.44, y, 100.14"
21, "x, 125.44, y, 100.14"
22, "x, 125.44, y, 100.14"
23, "x, 124.39, y, 100.14"
24, "x, 124.39, y, 100.14"
25, "x, 124.39, y, 100.14"
26, "x, 125.44, y, 100.14"
27, "x, 125.44, y, 100.14"
28, "x, 125.44, y, 39.17"
29, "x, 86.21, y, 149.17"
30, "x, 86.21, y, 149.17"
31, "x, 86.21, y, 149.17"
32, "x, 126.32, y, 112.36"
33, "x, 116.56, y, 63.47"
34, "x, 117.61, y, 109.92"
35, "x, 117.61, y, 109.92"
36, "x, 117.61, y, 109.92"
37, "x, 133.34, y, 109.92"
38, "x, 117.61, y, 109.92"
39, "x, 116.56, y, 109.92"
40, "x, 116.56, y, 109.92"
41, "x, 98.00, y, 134.44"
42, "x, 110.60, y, 118.69"
43, "x, 109.55, y, 86.94"
44, "x, 110.60, y, 118.69"
45, "x, 109.55, y, 118.69"
46, "x, 110.60, y, 118.69"
47, "x, 110.60, y, 118.69"
48, "x, 110.60, y, 90.65"
49, "x, 110.60, y, 118.69"
50, "x, 110.60, y, 118.69"
51, "x, 110.60, y, 118.69"
52, "x, 118.58, y, 118.69"
53, "x, 94.19, y, 126.29"
54, "x, 95.24, y, 126.29"
55, "x, 94.19, y, 137.88"
56, "x, 94.19, y, 140.32"
57, "x, 94.19, y, 137.88"
58, "x, 100.85, y, 137.88"
59, "x, 95.24, y, 137.88"
60, "x, 95.24, y, 137.88"
61, "x, 95.24, y, 137.88"
62, "x, 95.24, y, 137.88"
63, "x, 105.31, y, 137.88"
64, "x, 116.56, y, 44.62"
65, "x, 89.94, y, 146.96"
66, "x, 106.77, y, 123.47"
67, "x, 106.77, y, 125.91"
68, "x, 122.71, y, 123.47"
69, "x, 106.77, y, 72.84"
70, "x, 106.77, y, 123.47"
71, "x, 106.77, y, 123.47"
72, "x, 105.73, y, 123.47"
73, "x, 106.77, y, 123.47"
74, "x, 106.77, y, 86.45"
75, "x, 106.77, y, 123.47"
76, "x, 114.71, y, 113.55"
77, "x, 89.31, y, 145.30"
78, "x, 89.31, y, 133.71"
79, "x, 88.26, y, 145.30"
80, "x, 89.31, y, 145.30"
81, "x, 88.26, y, 145.30"
82, "x, 88.26, y, 145.30"
83, "x, 89.31, y, 145.30"
84, "x, 88.26, y, 145.30"
85, "x, 99.37, y, 145.30"
86, "x, 89.31, y, 145.30"
87, "x, 89.31, y, 145.30"
88, "x, 113.79, y, 126.45"
89, "x, 103.34, y, 57.28"
90, "x, 101.08, y, 129.27"
91, "x, 101.08, y, 129.27"
92, "x, 102.13, y, 129.27"
93, "x, 117.34, y, 131.71"
94, "x, 101.08, y, 78.65"
95, "x, 102.13, y, 129.27"
96, "x, 102.13, y, 129.27"
97, "x, 102.13, y, 129.27"
98, "x, 102.13, y, 129.27"
99, "x, 102.13, y, 85.81"
100, "x, 96.13, y, 136.77"
101, "x, 124.39, y, 100.14"
102, "x, 105.56, y, 124.98"
103, "x, 105.56, y, 124.98"
104, "x, 104.52, y, 89.68"
105, "x, 104.52, y, 124.98"
106, "x, 105.56, y, 124.98"
107, "x, 104.52, y, 124.98"
108, "x, 105.56, y, 124.98"
109, "x, 105.56, y, 124.98"
110, "x, 105.56, y, 124.98"
111, "x, 105.56, y, 124.98"
112, "x, 97.05, y, 135.62"
113, "x, 97.05, y, 135.62"
114, "x, 106.45, y, 135.62"
115, "x, 97.05, y, 66.45"
116, "x, 97.05, y, 66.45"
117, "x, 97.05, y, 135.62"
118, "x, 97.05, y, 135.62"
119, "x, 112.53, y, 138.06"
120, "x, 103.48, y, 75.65"
121, "x, 96.00, y, 135.62"
122, "x, 97.05, y, 135.62"
123, "x, 97.05, y, 135.62"
124, "x, 113.94, y, 134.44"
125, "x, 125.44, y, 55.16"
126, "x, 105.56, y, 124.98"
127, "x, 105.56, y, 124.98"
128, "x, 105.56, y, 89.68"
