iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
62, "x1, 109.29, y1, 69.54, x2, 109.29, y2, -69.54"
64, "x, 90.71, y, 74.01"
65, "x, 90.71, y, 74.01"
66, "x, 90.71, y, 74.01"
67, "x, 90.71, y, 74.01"
68, "x, 90.71, y, 74.01"
69, "x, 90.71, y, 74.01"
70, "x, 68.95, y, 74.01"
71, "x, 116.15, y, 105.81"
72, "x, 116.15, y, 105.81"
73, "x, 90.71, y, 74.01"
74, "x, 90.71, y, 74.01"
75, "x, 63.27, y, 74.01"
76, "x, 89.27, y, 74.01"
77, "x, 90.71, y, 74.01"
78, "x, 128.00, y, 103.29"
79, "x, 125.55, y, 117.56"
80, "x, 110.58, y, 91.43"
81, "x, 95.60, y, 81.92"
82, "x, 97.03, y, 81.92"
83, "x, 97.03, y, 81.92"
84, "x, 97.03, y, 48.06"
85, "x, 97.03, y, 48.06"
86, "x, 97.03, y, 81.92"
87, "x, 66.32, y, 81.92"
88, "x, 105.08, y, 109.50"
89, "x, 90.71, y, 74.01"
90, "x, 90.71, y, 68.39"
91, "x, 90.71, y, 75.97"
92, "x, 90.71, y, 74.01"
93, "x, 93.94, y, 78.04"
94, "x, 93.94, y, 78.04"
95, "x, 92.34, y, 76.05"
96, "x, 92.34, y, 76.05"
97, "x, 92.34, y, 76.05"
98, "x, 116.15, y, 105.81"
99, "x, 108.02, y, 105.81"
100, "x, 116.15, y, 105.81"
101, "x, 92.34, y, 46.55"
102, "x, 92.34, y, 76.05"
103, "x, 127.44, y, 119.92"
104, "x, 68.21, y, 76.05"
105, "x, 116.15, y, 105.81"
106, "x, 116.15, y, 105.81"
107, "x, 109.29, y, 86.96"
108, "x, 116.15, y, 105.81"
109, "x, 116.15, y, 105.81"
110, "x, 116.15, y, 105.81"
111, "x, 110.60, y, 105.81"
112, "x, 116.15, y, 105.81"
113, "x, 131.63, y, 107.82"
114, "x, 129.03, y, 104.58"
115, "x, 124.82, y, 121.92"
116, "x, 111.76, y, 100.32"
117, "x, 98.53, y, 83.79"
118, "x, 90.71, y, 64.84"
119, "x, 90.71, y, 48.21"
120, "x, 90.71, y, 37.32"
121, "x, 92.34, y, 78.00"
122, "x, 62.71, y, 74.01"
123, "x, 117.16, y, 88.23"
124, "x, 108.13, y, 95.79"
125, "x, 92.34, y, 76.05"
126, "x, 93.94, y, 62.26"
127, "x, 87.08, y, 78.04"
128, "x, 101.44, y, 87.42"
129, "x, 93.94, y, 80.00"
130, "x, 93.94, y, 78.04"
131, "x, 117.16, y, 107.08"
132, "x, 117.16, y, 107.08"
133, "x, 90.32, y, 107.08"
134, "x, 117.16, y, 107.08"
135, "x, 92.34, y, 76.05"
136, "x, 92.34, y, 76.05"
137, "x, 92.34, y, 66.88"
138, "x, 115.63, y, 118.39"
139, "x, 120.90, y, 111.75"
140, "x, 120.90, y, 111.75"
141, "x, 120.90, y, 111.75"
142, "x, 88.13, y, 76.05"
143, "x, 92.34, y, 76.05"
144, "x, 92.34, y, 76.05"
145, "x, 92.34, y, 76.05"
146, "x, 88.13, y, 76.05"
147, "x, 131.63, y, 125.16"
148, "x, 131.63, y, 125.16"
149, "x, 104.21, y, 81.71"
150, "x, 114.45, y, 118.39"
151, "x, 117.16, y, 107.08"
152, "x, 106.85, y, 94.19"
153, "x, 128.00, y, 120.62"
154, "x, 128.00, y, 120.62"
155, "x, 92.34, y, 76.05"
156, "x, 92.34, y, 76.05"
157, "x, 85.48, y, 76.05"
158, "x, 93.94, y, 78.04"
159, "x, 93.94, y, 78.04"
160, "x, 93.94, y, 78.04"
161, "x, 93.94, y, 78.04"
162, "x, 93.94, y, 78.04"
163, "x, 93.94, y, 78.04"
164, "x, 90.71, y, 74.01"
165, "x, 90.71, y, 74.01"
166, "x, 92.34, y, 76.05"
167, "x, 85.48, y, 76.05"
168, "x, 85.16, y, 74.01"
169, "x, 75.61, y, 74.01"
170, "x, 90.71, y, 74.01"
171, "x, 90.71, y, 74.01"
172, "x, 110.58, y, 98.85"
173, "x, 128.53, y, 121.29"
174, "x, 92.34, y, 76.05"
175, "x, 98.53, y, 83.79"
176, "x, 86.50, y, 74.01"
177, "x, 120.02, y, 110.65"
178, "x, 92.34, y, 76.05"
179, "x, 92.34, y, 76.05"
180, "x, 71.35, y, 78.04"
181, "x, 131.63, y, 125.16"
182, "x, 93.94, y, 78.04"
183, "x, 128.53, y, 121.29"
184, "x, 120.90, y, 111.75"
185, "x, 110.58, y, 98.85"
186, "x, 97.03, y, 81.92"
187, "x, 97.03, y, 72.74"
188, "x, 92.34, y, 66.88"
189, "x, 92.34, y, 40.26"
190, "x, 92.34, y, 76.05"
191, "x, 92.34, y, 76.05"
192, "x, 69.76, y, 76.05"
193, "x, 109.37, y, 97.34"
194, "x, 109.37, y, 83.15"
195, "x, 93.94, y, 78.04"
196, "x, 71.35, y, 78.04"
197, "x, 115.10, y, 104.50"
198, "x, 115.10, y, 104.50"
199, "x, 93.94, y, 46.29"
200, "x, 93.94, y, 78.04"
201, "x, 93.94, y, 78.04"
202, "x, 119.10, y, 109.50"
203, "x, 90.71, y, 74.01"
204, "x, 90.71, y, 74.01"
205, "x, 92.34, y, 42.20"
206, "x, 92.34, y, 68.63"
207, "x, 128.00, y, 120.62"
208, "x, 128.00, y, 120.62"
209, "x, 128.00, y, 120.62"
210, "x, 89.27, y, 74.01"
211, "x, 90.71, y, 74.01"
212, "x, 90.71, y, 74.01"
213, "x, 90.71, y, 74.01"
214, "x, 90.71, y, 74.01"
215, "x, 112.53, y, 127.12"
216, "x, 131.63, y, 127.12"
217, "x, 131.35, y, 124.82"
218, "x, 119.87, y, 125.16"
219, "x, 129.03, y, 121.92"
220, "x, 106.89, y, 111.75"
221, "x, 109.37, y, 97.34"
222, "x, 95.50, y, 76.21"
223, "x, 90.71, y, 70.22"
224, "x, 90.71, y, 70.22"
225, "x, 90.71, y, 32.10"
226, "x, 90.71, y, 74.01"
227, "x, 68.95, y, 75.97"
228, "x, 92.34, y, 78.00"
229, "x, 92.34, y, 78.00"
230, "x, 79.44, y, 76.05"
231, "x, 90.71, y, 74.01"
232, "x, 90.71, y, 74.01"
233, "x, 90.71, y, 74.01"
234, "x, 123.37, y, 114.84"
235, "x, 123.37, y, 114.84"
236, "x, 90.71, y, 74.01"
237, "x, 109.37, y, 97.34"
238, "x, 89.35, y, 97.34"
239, "x, 109.37, y, 97.34"
240, "x, 90.71, y, 59.82"
241, "x, 90.71, y, 74.01"
242, "x, 125.55, y, 117.56"
243, "x, 125.55, y, 117.56"
244, "x, 125.55, y, 117.56"
245, "x, 92.34, y, 76.05"
246, "x, 126.21, y, 118.39"
247, "x, 92.34, y, 76.05"
248, "x, 92.34, y, 76.05"
249, "x, 92.34, y, 76.05"
250, "x, 75.18, y, 76.05"
251, "x, 92.34, y, 76.05"
252, "x, 93.94, y, 74.25"
253, "x, 100.00, y, 116.69"
254, "x, 116.15, y, 105.81"
255, "x, 102.84, y, 89.17"
256, "x, 90.71, y, 74.01"
257, "x, 95.50, y, 64.21"
258, "x, 92.34, y, 46.55"
259, "x, 92.34, y, 36.13"
260, "x, 90.71, y, 74.01"
261, "x, 90.71, y, 74.01"
262, "x, 102.39, y, 64.54"
263, "x, 111.76, y, 100.32"
264, "x, 111.76, y, 100.32"
265, "x, 90.71, y, 74.01"
266, "x, 128.00, y, 120.62"
267, "x, 128.00, y, 120.62"
268, "x, 128.00, y, 120.62"
269, "x, 128.00, y, 120.62"
270, "x, 128.00, y, 120.62"
271, "x, 86.50, y, 74.01"
272, "x, 90.71, y, 74.01"
273, "x, 90.71, y, 74.01"
274, "x, 86.50, y, 48.21"
275, "x, 90.71, y, 74.01"
276, "x, 90.71, y, 74.01"
277, "x, 93.94, y, 78.04"
278, "x, 101.44, y, 87.42"
279, "x, 93.94, y, 78.04"
280, "x, 80.13, y, 61.45"
281, "x, 106.85, y, 94.19"
282, "x, 106.85, y, 94.19"
283, "x, 106.85, y, 94.19"
284, "x, 106.85, y, 94.19"
285, "x, 102.65, y, 94.19"
286, "x, 123.50, y, 121.37"
287, "x, 131.63, y, 125.16"
288, "x, 131.63, y, 125.16"
289, "x, 131.63, y, 125.16"
290, "x, 131.63, y, 125.16"
291, "x, 131.63, y, 125.16"
292, "x, 131.63, y, 125.16"
293, "x, 131.63, y, 85.99"
294, "x, 131.63, y, 125.16"
295, "x, 131.63, y, 125.16"
296, "x, 102.60, y, 127.12"
297, "x, 128.79, y, 127.12"
298, "x, 131.63, y, 119.54"
299, "x, 131.63, y, 125.16"
300, "x, 131.63, y, 125.16"
