iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
0, "x, 24.13, y, 95.00"
1, "x, 24.13, y, 95.00"
2, "x, 24.13, y, 95.00"
3, "x, 24.13, y, 95.00"
4, "x, 24.13, y, 95.00"
6, "x, 24.13, y, 95.00"
7, "x, 24.13, y, 95.00"
8, "x, 24.13, y, 95.00"
9, "x, 24.13, y, 95.00"
10, "x, 24.13, y, 95.00"
11, "x, 71.35, y, 95.00"
12, "x, 91.44, y, 95.00"
13, "x, 91.44, y, 95.00"
14, "x, 91.44, y, 95.00"
15, "x, 91.44, y, 95.00"
16, "x, 91.44, y, 281.29"
17, "x, 102.97, y, 95.00"
18, "x, 102.97, y, 95.00"
19, "x, 102.97, y, 95.00"
21, "x, 77.42, y, 95.00"
22, "x, 108.47, y, 111.94"
23, "x, 108.47, y, 206.29"
24, "x, 108.47, y, 206.29"
25, "x, 108.47, y, 206.29"
26, "x, 108.47, y, 206.29"
27, "x, 109.50, y, 152.58"
28, "x, 102.27, y, 152.58"
29, "x, 81.63, y, 213.06"
30, "x, 82.97, y, 277.16"
31, "x, 82.97, y, 277.16"
32, "x, 107.35, y, 144.90"
33, "x, 107.35, y, 144.90"
35, "x, 107.35, y, 144.90"
36, "x, 107.35, y, 144.90"
37, "x, 91.44, y, 144.90"
38, "x, 95.56, y, 144.90"
39, "x, 95.56, y, 144.90"
40, "x, 95.56, y, 144.90"
41, "x, 95.56, y, 144.90"
42, "x, 95.56, y, 206.29"
43, "x, 95.56, y, 206.29"
44, "x, 95.56, y, 206.29"
45, "x, 95.56, y, 277.16"
46, "x, 95.56, y, 277.16"
47, "x, 90.32, y, 277.16"
48, "x, 72.92, y, 101.29"
49, "x, 72.92, y, 101.29"
50, "x, 72.92, y, 101.29"
51, "x, 72.92, y, 101.29"
52, "x, 101.55, y, 101.29"
53, "x, 101.55, y, 110.06"
54, "x, 101.55, y, 110.06"
55, "x, 101.55, y, 110.06"
56, "x, 81.63, y, 110.06"
57, "x, 89.18, y, 110.06"
58, "x, 83.23, y, 154.86"
59, "x, 89.18, y, 147.42"
60, "x, 89.18, y, 147.42"
61, "x, 89.18, y, 147.42"
62, "x, 89.18, y, 183.85"
63, "x, 89.18, y, 183.85"
64, "x, 89.18, y, 202.96"
65, "x, 93.56, y, 202.96"
66, "x, 97.44, y, 202.96"
67, "x, 97.44, y, 230.71"
68, "x, 90.32, y, 230.71"
69, "x, 90.32, y, 230.71"
70, "x, 90.32, y, 230.71"
71, "x, 90.32, y, 230.71"
72, "x, 90.32, y, 230.71"
73, "x, 102.97, y, 230.71"
74, "x, 102.97, y, 230.71"
75, "x, 102.27, y, 230.71"
76, "x, 102.27, y, 257.10"
77, "x, 102.27, y, 257.10"
78, "x, 109.05, y, 128.39"
79, "x, 109.05, y, 128.39"
80, "x, 109.05, y, 128.39"
81, "x, 109.05, y, 128.39"
82, "x, 109.05, y, 261.03"
83, "x, 109.05, y, 193.23"
84, "x, 109.05, y, 193.23"
85, "x, 109.05, y, 193.23"
86, "x, 109.05, y, 193.23"
87, "x, 109.05, y, 193.23"
88, "x, 109.05, y, 234.35"
89, "x, 78.85, y, 234.35"
90, "x, 78.85, y, 234.35"
91, "x, 78.85, y, 234.35"
92, "x, 103.63, y, 234.35"
93, "x, 104.26, y, 234.35"
94, "x, 90.32, y, 101.29"
95, "x, 90.32, y, 101.29"
96, "x, 90.32, y, 277.16"
97, "x, 90.32, y, 277.16"
98, "x, 90.32, y, 277.16"
99, "x, 80.26, y, 98.06"
100, "x, 80.26, y, 98.06"
101, "x, 94.58, y, 98.06"
102, "x, 94.02, y, 279.09"
103, "x, 95.56, y, 277.16"
104, "x, 75.95, y, 115.81"
105, "x, 75.95, y, 115.81"
106, "x, 75.95, y, 115.81"
107, "x, 75.95, y, 115.81"
108, "x, 101.55, y, 115.81"
109, "x, 101.55, y, 115.81"
110, "x, 105.42, y, 115.81"
111, "x, 105.42, y, 115.81"
112, "x, 105.42, y, 253.21"
113, "x, 106.45, y, 253.21"
114, "x, 106.45, y, 157.90"
115, "x, 106.45, y, 277.16"
116, "x, 106.45, y, 277.16"
117, "x, 106.45, y, 277.16"
118, "x, 106.45, y, 223.53"
119, "x, 75.95, y, 223.53"
120, "x, 77.42, y, 223.53"
121, "x, 77.42, y, 223.53"
122, "x, 77.42, y, 223.53"
123, "x, 77.42, y, 257.10"
124, "x, 77.42, y, 257.10"
125, "x, 77.42, y, 257.10"
126, "x, 77.42, y, 257.10"
127, "x, 77.42, y, 257.10"
128, "x, 82.97, y, 257.10"
129, "x, 84.27, y, 257.10"
130, "x, 84.27, y, 257.10"
131, "x, 84.27, y, 257.10"
132, "x, 84.27, y, 257.10"
133, "x, 84.27, y, 234.35"
134, "x, 100.79, y, 149.98"
135, "x, 100.79, y, 149.98"
136, "x, 100.79, y, 149.98"
137, "x, 97.44, y, 149.98"
138, "x, 99.18, y, 149.98"
139, "x, 105.42, y, 149.98"
140, "x, 105.42, y, 149.98"
141, "x, 105.42, y, 149.98"
142, "x, 105.42, y, 149.98"
143, "x, 105.42, y, 149.98"
144, "x, 105.42, y, 149.98"
145, "x, 105.42, y, 149.98"
