iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
0, "x, 24.13, y, 80.00"
1, "x, 24.13, y, 80.00"
2, "x, 24.13, y, 80.00"
3, "x, 24.13, y, 80.00"
4, "x, 24.13, y, 80.00"
5, "x, 24.13, y, 80.00"
6, "x, 24.13, y, 80.00"
7, "x, 24.13, y, 80.00"
8, "x, 24.13, y, 80.00"
9, "x, 71.35, y, 139.03"
10, "x, 91.44, y, 164.13"
11, "x, 91.44, y, 164.13"
12, "x, 91.44, y, 164.13"
13, "x, 91.44, y, 164.13"
14, "x, 102.97, y, 203.39"
15, "x, 102.97, y, 203.39"
16, "x, 102.97, y, 203.39"
17, "x, 102.97, y, 203.39"
18, "x, 77.42, y, 171.45"
19, "x, 108.47, y, 110.24"
20, "x, 108.47, y, 91.61"
21, "x, 108.47, y, 96.13"
22, "x, 108.47, y, 96.13"
23, "x, 108.47, y, 96.13"
24, "x, 109.50, y, 149.46"
25, "x, 102.27, y, 140.42"
26, "x, 81.63, y, 114.62"
27, "x, 82.97, y, 116.29"
28, "x, 82.97, y, 116.29"
29, "x, 82.97, y, 116.29"
30, "x, 82.97, y, 116.29"
31, "x, 82.97, y, 116.29"
32, "x, 82.97, y, 116.29"
33, "x, 82.97, y, 139.33"
34, "x, 91.44, y, 149.92"
35, "x, 95.56, y, 169.29"
36, "x, 95.56, y, 169.29"
37, "x, 95.56, y, 169.29"
38, "x, 95.56, y, 82.50"
39, "x, 95.56, y, 82.50"
40, "x, 95.56, y, 82.50"
41, "x, 95.56, y, 82.50"
42, "x, 95.56, y, 169.29"
43, "x, 95.56, y, 147.04"
44, "x, 90.32, y, 85.97"
45, "x, 72.92, y, 143.95"
46, "x, 72.92, y, 143.95"
47, "x, 72.92, y, 143.95"
48, "x, 72.92, y, 143.95"
49, "x, 101.55, y, 176.77"
50, "x, 101.55, y, 139.52"
51, "x, 101.55, y, 139.52"
52, "x, 81.63, y, 114.62"
53, "x, 89.18, y, 124.05"
54, "x, 83.23, y, 124.05"
55, "x, 89.18, y, 112.66"
56, "x, 89.18, y, 112.66"
57, "x, 89.18, y, 112.66"
58, "x, 89.18, y, 112.66"
59, "x, 89.18, y, 112.66"
60, "x, 89.18, y, 112.66"
61, "x, 93.56, y, 118.15"
62, "x, 97.44, y, 122.98"
63, "x, 90.98, y, 122.98"
64, "x, 90.32, y, 114.09"
65, "x, 90.32, y, 165.71"
66, "x, 90.32, y, 165.71"
67, "x, 90.32, y, 71.11"
68, "x, 90.32, y, 120.81"
69, "x, 90.32, y, 120.81"
70, "x, 102.27, y, 135.75"
71, "x, 102.27, y, 135.75"
72, "x, 102.27, y, 177.68"
73, "x, 102.27, y, 150.26"
74, "x, 102.27, y, 177.68"
75, "x, 102.27, y, 177.68"
76, "x, 102.27, y, 177.68"
77, "x, 102.27, y, 177.68"
78, "x, 102.27, y, 177.68"
79, "x, 102.27, y, 126.87"
80, "x, 102.27, y, 177.68"
81, "x, 102.27, y, 177.68"
82, "x, 102.27, y, 177.68"
83, "x, 102.27, y, 177.68"
84, "x, 78.85, y, 148.41"
85, "x, 78.85, y, 78.25"
86, "x, 78.85, y, 148.41"
87, "x, 103.63, y, 179.37"
88, "x, 104.26, y, 180.16"
89, "x, 90.32, y, 162.74"
90, "x, 90.32, y, 162.74"
91, "x, 90.32, y, 174.84"
92, "x, 90.32, y, 174.84"
93, "x, 90.32, y, 162.74"
94, "x, 80.26, y, 150.16"
95, "x, 80.26, y, 150.16"
96, "x, 94.58, y, 86.75"
97, "x, 94.02, y, 169.29"
98, "x, 75.95, y, 144.78"
99, "x, 75.95, y, 144.78"
100, "x, 75.95, y, 147.74"
101, "x, 75.95, y, 147.74"
102, "x, 75.95, y, 105.16"
103, "x, 101.55, y, 151.92"
104, "x, 101.55, y, 151.92"
105, "x, 105.42, y, 156.75"
106, "x, 105.42, y, 156.75"
107, "x, 105.42, y, 156.75"
108, "x, 106.45, y, 182.90"
109, "x, 106.45, y, 182.90"
110, "x, 106.45, y, 182.90"
111, "x, 106.45, y, 182.90"
112, "x, 106.45, y, 182.90"
113, "x, 106.45, y, 118.12"
114, "x, 75.95, y, 91.85"
115, "x, 77.42, y, 93.69"
116, "x, 77.42, y, 93.69"
117, "x, 77.42, y, 93.69"
118, "x, 77.42, y, 93.69"
119, "x, 77.42, y, 146.61"
120, "x, 77.42, y, 146.61"
121, "x, 77.42, y, 146.61"
122, "x, 82.97, y, 153.55"
123, "x, 84.27, y, 155.18"
