iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
1, "x, 36.13, y, 80.00"
2, "x, 36.13, y, 80.00"
3, "x, 36.13, y, 80.00"
4, "x, 36.13, y, 80.00"
5, "x, 36.13, y, 139.03"
6, "x, 36.13, y, 164.13"
7, "x, 36.13, y, 164.13"
8, "x, 36.13, y, 164.13"
9, "x, 36.13, y, 164.13"
10, "x, 36.13, y, 164.13"
11, "x, 165.29, y, 203.39"
12, "x, 117.95, y, 76.27"
13, "x, 117.95, y, 76.27"
14, "x, 117.95, y, 76.27"
15, "x, 117.95, y, 44.33"
16, "x, 96.27, y, 110.24"
17, "x, 124.73, y, 91.61"
18, "x, 196.60, y, 96.13"
19, "x, 196.60, y, 96.13"
20, "x, 196.60, y, 96.13"
21, "x, 154.97, y, 149.46"
22, "x, 112.00, y, 140.42"
23, "x, 112.00, y, 114.62"
24, "x, 160.39, y, 116.29"
25, "x, 211.66, y, 116.29"
27, "x, 105.85, y, 146.77"
28, "x, 105.85, y, 146.77"
29, "x, 105.85, y, 146.77"
30, "x, 201.94, y, 146.77"
31, "x, 123.55, y, 169.82"
32, "x, 123.55, y, 149.92"
33, "x, 112.18, y, 169.29"
34, "x, 112.18, y, 169.29"
35, "x, 112.18, y, 169.29"
36, "x, 194.60, y, 82.50"
37, "x, 194.60, y, 82.50"
38, "x, 125.16, y, 169.29"
40, "x, 181.85, y, 169.29"
41, "x, 199.66, y, 147.04"
42, "x, 102.58, y, 85.97"
43, "x, 38.79, y, 143.95"
44, "x, 38.79, y, 143.95"
45, "x, 38.79, y, 143.95"
46, "x, 18.66, y, 169.11"
47, "x, 48.18, y, 176.77"
48, "x, 77.98, y, 139.52"
49, "x, 77.98, y, 139.52"
50, "x, 77.98, y, 139.52"
51, "x, 77.98, y, 114.62"
52, "x, 107.87, y, 124.05"
53, "x, 116.98, y, 112.66"
54, "x, 136.90, y, 87.76"
55, "x, 136.90, y, 87.76"
56, "x, 136.90, y, 87.76"
57, "x, 166.05, y, 87.76"
58, "x, 166.05, y, 87.76"
59, "x, 181.34, y, 87.76"
60, "x, 201.34, y, 68.25"
61, "x, 201.34, y, 68.25"
62, "x, 223.53, y, 64.19"
63, "x, 223.53, y, 64.19"
64, "x, 142.32, y, 165.71"
65, "x, 139.44, y, 165.71"
66, "x, 215.11, y, 71.11"
67, "x, 218.71, y, 136.61"
68, "x, 77.42, y, 136.61"
69, "x, 77.42, y, 135.75"
70, "x, 77.42, y, 135.75"
71, "x, 165.81, y, 177.68"
72, "x, 187.74, y, 158.73"
73, "x, 62.84, y, 186.15"
74, "x, 62.84, y, 186.15"
