iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
61, "x1, -25.70, y1, 71.74, x2, -25.70, y2, -71.74)"
63, "x, 118.74, y, 80.49)"
64, "x, 120.65, y, 76.26)"
65, "x, 77.46, y, 80.49)"
66, "x, 117.04, y, 80.49)"
67, "x, 117.04, y, 80.49)"
68, "x, 117.04, y, 80.49)"
69, "x, 118.28, y, 79.04)"
70, "x, 94.49, y, 79.04)"
71, "x, 118.28, y, 79.04)"
72, "x, 118.28, y, 79.04)"
73, "x, 117.04, y, 80.49)"
74, "x, 117.04, y, 80.49)"
75, "x, 113.75, y, 80.49)"
76, "x, 126.97, y, 68.84)"
77, "x, 117.04, y, 80.49)"
78, "x, 117.04, y, 80.49)"
79, "x, 117.04, y, 80.49)"
80, "x, 117.04, y, 80.49)"
81, "x, 117.04, y, 80.49)"
82, "x, 117.04, y, 80.49)"
83, "x, 117.04, y, 80.49)"
84, "x, 117.04, y, 80.49)"
85, "x, 117.04, y, 80.49)"
86, "x, 117.04, y, 80.49)"
87, "x, 117.04, y, 80.49)"
88, "x, 117.04, y, 80.49)"
89, "x, 117.04, y, 80.49)"
90, "x, 88.08, y, 80.49)"
91, "x, 117.04, y, 80.49)"
92, "x, 117.04, y, 80.49)"
93, "x, 117.04, y, 80.49)"
94, "x, 117.04, y, 80.49)"
95, "x, 109.06, y, 105.13)"
96, "x, 117.04, y, 80.49)"
97, "x, 117.04, y, 80.49)"
98, "x, 117.04, y, 80.49)"
99, "x, 117.04, y, 80.49)"
100, "x, 133.55, y, 61.11)"
101, "x, 112.15, y, 80.49)"
102, "x, 117.04, y, 80.49)"
103, "x, 117.04, y, 80.49)"
104, "x, 117.04, y, 80.49)"
105, "x, 117.04, y, 80.49)"
106, "x, 84.52, y, 80.49)"
107, "x, 118.74, y, 80.49)"
108, "x, 117.04, y, 100.27)"
109, "x, 117.04, y, 80.49)"
110, "x, 117.04, y, 102.87)"
111, "x, 104.67, y, 80.49)"
112, "x, 117.04, y, 80.49)"
113, "x, 117.04, y, 80.49)"
114, "x, 118.74, y, 80.49)"
115, "x, 117.04, y, 80.49)"
116, "x, 117.04, y, 109.06)"
117, "x, 118.74, y, 80.49)"
118, "x, 118.74, y, 80.49)"
119, "x, 117.04, y, 80.49)"
120, "x, 117.04, y, 80.49)"
121, "x, 117.04, y, 80.49)"
122, "x, 78.45, y, 80.49)"
123, "x, 117.04, y, 80.49)"
124, "x, 117.04, y, 80.49)"
125, "x, 117.04, y, 80.49)"
126, "x, 121.78, y, 94.70)"
127, "x, 105.31, y, 74.92)"
128, "x, 117.04, y, 80.49)"
129, "x, 117.04, y, 80.49)"
130, "x, 117.04, y, 80.49)"
131, "x, 117.04, y, 102.87)"
132, "x, 115.38, y, 80.49)"
133, "x, 117.04, y, 80.49)"
134, "x, 117.04, y, 80.49)"
135, "x, 117.04, y, 110.16)"
136, "x, 117.04, y, 82.01)"
137, "x, 117.04, y, 80.49)"
138, "x, 131.33, y, 63.72)"
139, "x, 118.28, y, 79.04)"
140, "x, 118.28, y, 79.04)"
141, "x, 117.04, y, 80.49)"
142, "x, 78.99, y, 80.49)"
143, "x, 117.04, y, 80.49)"
144, "x, 117.04, y, 80.49)"
145, "x, 117.04, y, 92.83)"
146, "x, 117.04, y, 80.49)"
147, "x, 92.16, y, 99.32)"
148, "x, 118.28, y, 79.04)"
