iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
67, "x, 218.87, y, -37.03)"
68, "x, 129.64, y, 67.69)"
69, "x, 81.51, y, 124.18)"
70, "x, 82.90, y, 120.56)"
71, "x, 194.73, y, -10.69)"
72, "x, 288.93, y, -121.26)"
73, "x, 420.05, y, -275.14)"
74, "x, 605.69, y, -494.96)"
75, "x, 209.56, y, -28.09)"
76, "x, 252.17, y, -78.10)"
77, "x, 148.53, y, 43.54)"
78, "x, 89.84, y, 112.42)"
79, "x, 281.30, y, -116.16)"
80, "x, 191.87, y, -7.33)"
81, "x, 131.60, y, 63.40)"
82, "x, 90.86, y, 111.22)"
83, "x, 250.50, y, -48.02)"
84, "x, 362.89, y, -179.92)"
85, "x, 296.70, y, -130.37)"
86, "x, 175.42, y, 11.97)"
87, "x, 101.63, y, 98.58)"
88, "x, 762.05, y, -676.53)"
89, "x, 588.33, y, -472.64)"
90, "x, 439.89, y, -298.42)"
91, "x, 218.87, y, -39.02)"
92, "x, 218.87, y, -39.02)"
93, "x, 133.59, y, 61.06)"
94, "x, 97.73, y, 69.16)"
95, "x, 178.08, y, 8.85)"
96, "x, 104.40, y, 95.32)"
97, "x, 606.38, y, -493.83)"
98, "x, 777.30, y, -669.77)"
99, "x, 952.11, y, -884.32)"
100, "x, 730.07, y, -623.72)"
102, "x, 266.46, y, -94.88)"
103, "x, 170.22, y, 18.07)"
104, "x, 98.99, y, 95.93)"
105, "x, 87.89, y, 114.70)"
106, "x, 209.56, y, -28.09)"
107, "x, 455.13, y, -316.31)"
108, "x, 214.83, y, -28.41)"
109, "x, 707.94, y, -651.19)"
110, "x, 488.45, y, -333.65)"
111, "x, 300.64, y, -134.99)"
112, "x, 178.08, y, 8.85)"
113, "x, 104.40, y, 95.32)"
114, "x, 312.66, y, -163.63)"
115, "x, 209.56, y, -42.62)"
116, "x, 148.53, y, 43.54)"
117, "x, 100.29, y, 102.13)"
118, "x, 371.89, y, -190.04)"
119, "x, 209.56, y, -28.09)"
120, "x, 324.99, y, -161.58)"
121, "x, 197.62, y, -12.10)"
122, "x, 113.56, y, 84.57)"
123, "x, 825.58, y, 80.49)"
124, "x, 624.75, y, 80.49)"
125, "x, 460.28, y, 80.49)"
126, "x, 209.56, y, 80.49)"
127, "x, 231.77, y, 80.49)"
128, "x, 160.23, y, 74.92)"
129, "x, 123.60, y, 100.27)"
130, "x, 228.49, y, 80.49)"
131, "x, 133.59, y, 80.49)"
132, "x, 86.09, y, 80.49)"
133, "x, 996.91, y, 102.87)"
134, "x, 1049.39, y, 80.49)"
135, "x, 840.08, y, 80.49)"
136, "x, 656.05, y, 80.49)"
137, "x, 534.84, y, 110.16)"
138, "x, 374.24, y, 82.01)"
139, "x, 155.45, y, 80.49)"
140, "x, 160.23, y, 63.72)"
141, "x, 95.30, y, 79.04)"
143, "x, 662.42, y, 80.49)"
144, "x, 876.93, y, 80.49)"
145, "x, 624.75, y, 80.49)"
146, "x, 434.88, y, 80.49)"
147, "x, 288.62, y, 92.83)"
148, "x, 172.81, y, 80.49)"
149, "x, 100.29, y, 79.04)"
150, "x, 270.12, y, 79.04)"
151, "x, 183.49, y, 61.94)"
152, "x, 120.36, y, 80.49)"
153, "x, 111.79, y, 108.13)"
154, "x, 234.37, y, 108.13)"
155, "x, 460.28, y, 80.49)"
156, "x, 288.93, y, 80.49)"
157, "x, 175.42, y, 80.49)"
158, "x, 107.32, y, 80.49)"
159, "x, 707.94, y, 80.49)"
160, "x, 553.16, y, 80.49)"
161, "x, 209.56, y, 80.49)"
162, "x, 194.73, y, 80.49)"
163, "x, 206.52, y, 80.49)"
164, "x, 141.92, y, 80.49)"
165, "x, 115.07, y, 101.17)"
166, "x, 270.74, y, 101.17)"
167, "x, 146.29, y, 80.49)"
168, "x, 108.20, y, 102.04)"
169, "x, 1185.36, y, 80.49)"
170, "x, 961.06, y, 80.49)"
171, "x, 782.92, y, 80.49)"
172, "x, 600.33, y, 80.49)"
173, "x, 133.59, y, 80.49)"
174, "x, 209.56, y, 80.49)"
175, "x, 209.56, y, 80.49)"
176, "x, 103.00, y, 80.49)"
177, "x, 818.38, y, 80.49)"
178, "x, 1016.79, y, 80.49)"
179, "x, 1208.25, y, 86.36)"
180, "x, 852.65, y, 86.36)"
181, "x, 624.75, y, 80.49)"
182, "x, 420.05, y, 80.49)"
183, "x, 276.52, y, 83.50)"
184, "x, 188.48, y, 103.67)"
185, "x, 97.73, y, 80.49)"
186, "x, 228.49, y, 80.49)"
187, "x, 153.10, y, 80.49)"
188, "x, 105.84, y, 80.49)"
189, "x, 762.05, y, 80.49)"
190, "x, 714.58, y, 80.49)"
191, "x, 536.44, y, 105.81)"
