iteration,x-axis,y-axix,x-axis,y-axix
iteration,x-axis,y-axix,x-axis,y-axix
62, "x1, -13.56, y1, 100.69, x2, -13.56, y2, -100.69)"
64, "x, 118.74, y, -31.04)"
65, "x, 120.65, y, 66.24)"
66, "x, 77.46, y, 75.97)"
67, "x, 117.04, y, 118.51)"
68, "x, 117.04, y, -6.04)"
69, "x, 117.04, y, -110.96)"
70, "x, 118.28, y, -257.07)"
71, "x, 94.49, y, -464.35)"
72, "x, 118.28, y, -22.63)"
73, "x, 118.28, y, -70.09)"
74, "x, 117.04, y, 45.42)"
75, "x, 113.75, y, 107.12)"
76, "x, 117.04, y, -102.46)"
77, "x, 126.97, y, -3.44)"
78, "x, 117.04, y, 64.27)"
79, "x, 117.04, y, 109.65)"
80, "x, 117.04, y, -40.03)"
81, "x, 117.04, y, -165.20)"
82, "x, 117.04, y, -119.62)"
83, "x, 117.04, y, 15.46)"
84, "x, 117.04, y, 97.65)"
85, "x, 117.04, y, -637.91)"
86, "x, 117.04, y, -444.42)"
87, "x, 117.04, y, -279.09)"
88, "x, 117.04, y, -141.93)"
89, "x, 136.05, y, -34.06)"
90, "x, 117.04, y, 62.05)"
91, "x, 88.08, y, 69.74)"
92, "x, 117.04, y, 12.51)"
93, "x, 117.04, y, 94.56)"
94, "x, 117.04, y, -464.53)"
95, "x, 117.04, y, -630.24)"
96, "x, 109.06, y, -833.84)"
97, "x, 117.04, y, -577.64)"
98, "x, 117.04, y, -379.90)"
99, "x, 117.04, y, -225.00)"
100, "x, 117.04, y, -85.93)"
101, "x, 112.15, y, 95.14)"
102, "x, 117.04, y, 100.59)"
103, "x, 117.04, y, -22.55)"
104, "x, 117.04, y, -296.07)"
105, "x, 117.04, y, -296.07)"
106, "x, 84.52, y, -613.86)"
107, "x, 118.74, y, -311.51)"
108, "x, 117.04, y, -124.00)"
109, "x, 117.04, y, 12.51)"
110, "x, 117.04, y, 94.56)"
111, "x, 104.67, y, 80.78)"
112, "x, 117.04, y, -22.55)"
113, "x, 117.04, y, 45.42)"
114, "x, 118.74, y, 101.03)"
115, "x, 117.04, y, 99.14)"
116, "x, 117.04, y, -22.55)"
117, "x, 118.74, y, -149.23)"
118, "x, 117.04, y, -9.26)"
119, "x, 117.04, y, 84.36)"
120, "x, 117.04, y, -708.66)"
121, "x, 78.45, y, -527.97)"
122, "x, 117.04, y, -301.81)"
123, "x, 117.04, y, -22.55)"
124, "x, 117.04, y, -47.30)"
125, "x, 121.78, y, 32.10)"
126, "x, 100.57, y, 74.61)"
127, "x, 117.04, y, -43.65)"
128, "x, 117.04, y, 62.05)"
129, "x, 117.04, y, 114.96)"
130, "x, 117.04, y, -877.10)"
131, "x, 115.38, y, -959.79)"
132, "x, 117.04, y, -724.81)"
133, "x, 117.04, y, -519.85)"
134, "x, 117.04, y, -355.18)"
135, "x, 117.04, y, -204.45)"
136, "x, 117.04, y, 37.71)"
137, "x, 131.33, y, 31.53)"
138, "x, 118.28, y, 104.63)"
139, "x, 117.04, y, 112.95)"
140, "x, 117.04, y, -526.94)"
141, "x, 117.04, y, -700.65)"
142, "x, 117.04, y, -765.86)"
143, "x, 117.04, y, -484.98)"
144, "x, 117.04, y, -273.51)"
145, "x, 117.04, y, -98.27)"
146, "x, 93.39, y, -9.41)"
147, "x, 118.28, y, 99.07)"
148, "x, 132.84, y, -90.95)"
149, "x, 132.84, y, 5.53)"
150, "x, 117.04, y, 113.97)"
151, "x, 117.04, y, -22.55)"
152, "x, 117.04, y, -301.81)"
153, "x, 117.04, y, -110.96)"
154, "x, 117.04, y, 15.46)"
155, "x, 117.04, y, 91.32)"
156, "x, 117.04, y, -577.64)"
157, "x, 77.02, y, -449.82)"
158, "x, 117.04, y, -22.55)"
159, "x, 117.04, y, -6.04)"
160, "x, 117.04, y, -19.17)"
161, "x, 88.08, y, 20.52)"
162, "x, 117.04, y, 103.37)"
163, "x, 117.04, y, -70.01)"
164, "x, 117.04, y, 47.91)"
165, "x, 117.04, y, 111.89)"
166, "x, 117.04, y, -1109.38)"
167, "x, 117.04, y, -859.56)"
168, "x, 117.04, y, -661.14)"
169, "x, 117.04, y, -457.78)"
170, "x, 117.04, y, 62.05)"
171, "x, 117.04, y, -22.55)"
172, "x, 82.94, y, -60.53)"
173, "x, 124.99, y, 39.85)"
174, "x, 117.04, y, 96.13)"
175, "x, 117.04, y, -700.65)"
176, "x, 117.04, y, -921.62)"
177, "x, 93.26, y, -1155.49)"
178, "x, 117.04, y, -732.94)"
179, "x, 117.04, y, -484.98)"
180, "x, 117.04, y, -256.99)"
181, "x, 117.04, y, -94.12)"
182, "x, 106.10, y, -106.31)"
183, "x, 117.04, y, 102.00)"
184, "x, 117.04, y, -43.65)"
185, "x, 117.04, y, 40.32)"
186, "x, 117.04, y, 92.96)"
187, "x, 117.04, y, -585.04)"
188, "x, 117.04, y, -361.30)"
